Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Sexo del infractor;Periodo;Total
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Hombres;2017;6.744
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Hombres;2016;5.823
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Hombres;2015;3.644
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Hombres;2014;2.289
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Hombres;2013;2.531
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2023;513
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2022;574
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2021;511
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2020;387
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2019;409
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2018;443
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2017;412
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2016;345
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2015;277
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2014;187
A Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;Mujeres;2013;187
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2023;23
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2022;37
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2021;93
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2020;41
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2019;75
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2018;77
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2017;36
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2016;76
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2015;69
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2014;68
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Total;2013;47
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2023;22
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2022;19
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2021;75
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2020;27
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2019;56
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2018;63
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2017;26
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2016;66
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2015;52
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2014;58
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Hombres;2013;41
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2023;1
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2022;18
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2021;18
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2020;14
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2019;19
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2018;14
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2017;10
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2016;10
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2015;17
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2014;10
A Delitos;7 Torturas e integridad moral;7.2 Tortura;;Mujeres;2013;6
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2023;10
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2022;16
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2021;18
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2020;7
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2019;13
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2018;9
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2017;6
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2016;3
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2015;5
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2014;1
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Total;2013;6
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2023;10
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2022;13
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2021;16
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2020;6
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2019;12
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2018;7
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2017;3
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2016;2
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2015;3
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2014;1
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Hombres;2013;4
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2023;0
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2022;3
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2021;2
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2020;1
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2019;1
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2018;2
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2017;3
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2016;1
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2015;2
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2014;0
A Delitos;7 Torturas e integridad moral;7.3 Otros;;Mujeres;2013;2
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2023;3.423
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2022;3.785
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2021;3.881
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2020;2.885
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2019;3.296
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2018;2.917
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2017;2.764
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2016;2.721
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2015;2.515
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2014;2.492
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Total;2013;2.628
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2023;3.336
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2022;3.682
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2021;3.788
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2020;2.822
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2019;3.216
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2018;2.820
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2017;2.666
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2016;2.669
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2015;2.405
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2014;2.434
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Hombres;2013;2.550
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2023;87
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2022;103
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2021;93
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2020;63
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2019;80
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2018;97
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2017;98
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2016;52
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2015;110
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2014;58
A Delitos;8 Contra la libertad e indemnidad sexuales;;;Mujeres;2013;78
A Delitos;12 Contra las relaciones familiares;;;Total;2023;4.013
A Delitos;12 Contra las relaciones familiares;;;Total;2022;5.074
A Delitos;12 Contra las relaciones familiares;;;Total;2021;5.087
A Delitos;12 Contra las relaciones familiares;;;Total;2020;4.193
A Delitos;12 Contra las relaciones familiares;;;Total;2019;5.821
A Delitos;12 Contra las relaciones familiares;;;Total;2018;6.196
A Delitos;12 Contra las relaciones familiares;;;Total;2017;6.595
A Delitos;12 Contra las relaciones familiares;;;Total;2016;6.945
A Delitos;12 Contra las relaciones familiares;;;Total;2015;7.089
A Delitos;12 Contra las relaciones familiares;;;Total;2014;6.946
A Delitos;12 Contra las relaciones familiares;;;Total;2013;6.282
A Delitos;12 Contra las relaciones familiares;;;Hombres;2023;3.532
A Delitos;12 Contra las relaciones familiares;;;Hombres;2022;4.486
A Delitos;12 Contra las relaciones familiares;;;Hombres;2021;4.577
A Delitos;12 Contra las relaciones familiares;;;Hombres;2020;3.692
A Delitos;12 Contra las relaciones familiares;;;Hombres;2019;5.315
A Delitos;12 Contra las relaciones familiares;;;Hombres;2018;5.586
A Delitos;12 Contra las relaciones familiares;;;Hombres;2017;5.991
A Delitos;12 Contra las relaciones familiares;;;Hombres;2016;6.356
A Delitos;12 Contra las relaciones familiares;;;Hombres;2015;6.482
A Delitos;12 Contra las relaciones familiares;;;Hombres;2014;6.417
A Delitos;12 Contra las relaciones familiares;;;Hombres;2013;5.763
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2023;481
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2022;588
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2021;510
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2020;501
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2019;506
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2018;610
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2017;604
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2016;589
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2015;607
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2014;529
A Delitos;12 Contra las relaciones familiares;;;Mujeres;2013;519
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2023;4.000
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2022;5.060
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2021;5.083
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2020;4.174
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2019;5.810
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2018;6.181
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2017;6.581
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2016;6.929
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2015;7.071
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2014;6.926
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Total;2013;6.270
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2023;3.527
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2022;4.480
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2021;4.575
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2020;3.687
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2019;5.313
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2018;5.579
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2017;5.985
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2016;6.350
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2015;6.477
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2014;6.409
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Hombres;2013;5.759
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2023;473
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2022;580
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2021;508
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2020;487
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2019;497
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2018;602
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2017;596
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2016;579
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2015;594
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2014;517
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;Mujeres;2013;511
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2023;11
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2022;30
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2021;19
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2020;9
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2019;31
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2018;42
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2017;56
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2016;58
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2015;56
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2014;37
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Total;2013;35
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2023;5
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2022;21
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2021;14
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2020;9
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2019;24
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2018;31
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2017;45
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2016;44
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2015;45
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2014;31
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Hombres;2013;29
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2023;6
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2022;9
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2021;5
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2020;0
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2019;7
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2018;11
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2017;11
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2016;14
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2015;11
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2014;6
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;Mujeres;2013;6
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2023;36
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2022;40
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2021;37
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2020;24
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2019;30
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2018;41
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2017;33
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2016;35
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2015;32
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2014;35
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;Total;2013;32
